Name,Variation,Color 1,Color 2,Source,Seasonal Availability,Style,Label Themes,Villager Equippable,Internal ID,Unique Entry ID
three-quarter sweatpants,Pink,Pink,White,Able Sisters,All Year,Active,comfy; sporty,No,11365,q6JKSrekYwPqEnzNE
three-quarter sweatpants,Light blue,Light blue,White,Able Sisters,All Year,Active,comfy; sporty,No,11366,9vxQkDJ3YatsGKFT6
three-quarter sweatpants,Orange,Orange,White,Able Sisters,All Year,Active,comfy; sporty,No,11367,r66CBfx8CCMJqouer
three-quarter sweatpants,Black,Black,White,Able Sisters,All Year,Active,comfy; sporty,No,11368,fvsCZqn4eTCqReEkZ
three-quarter sweatpants,Yellow,Yellow,White,Able Sisters,All Year,Active,comfy; sporty,No,11369,j57w2BL4LfQd74sBz
three-quarter sweatpants,Red,Red,White,Able Sisters,All Year,Active,comfy; sporty,No,11370,CwAYu5ihqHrTJsLd6
three-quarter sweatpants,Purple,Purple,White,Able Sisters,All Year,Active,comfy; sporty,No,11371,K6mjpxubY7xd7kqQR
tie-dye skirt,Red,Red,Light blue,Able Sisters,Summer,Active,comfy; vacation,No,5826,64MqcXfrSPMMREAwK
tie-dye skirt,Blue,Blue,Orange,Able Sisters,Summer,Active,comfy; vacation,No,8749,zid6BqnPPQF97NPD5
tie-dye skirt,Green,Green,Pink,Able Sisters,Summer,Active,comfy; vacation,No,8750,DCixrf33EkNYAPPMu
tie-dye skirt,Purple,Purple,Yellow,Able Sisters,Summer,Active,comfy; vacation,No,8751,g68iEhnysuFYgBup3
tie-dye skirt,Orange,Orange,Green,Able Sisters,Summer,Active,comfy; vacation,No,8752,pv3PKQHvmpeoM6gzn
tiered skirt,Purple,Pink,Pink,Able Sisters,All Year,Simple,everyday; fairy tale; comfy; vacation,No,4502,Pz7hCfPExX8cCPgAH
tiered skirt,Mint,Light blue,Light blue,Able Sisters,All Year,Simple,everyday; fairy tale; comfy; vacation,No,8717,4gXPrDgHyZWEuArER
tiered skirt,Avocado,Green,Green,Able Sisters,All Year,Simple,everyday; fairy tale; comfy; vacation,No,8718,sWk6G7Ceqv8Lqeg58
tiered skirt,Yellow,Yellow,Yellow,Able Sisters,All Year,Simple,everyday; fairy tale; comfy; vacation,No,8719,5KhcEe8DJ4CSjNiW5
tiered skirt,Blue,Blue,Blue,Able Sisters,All Year,Simple,everyday; fairy tale; comfy; vacation,No,8720,QrMtzDRxGF75foy3F
torn pants,Brown,Brown,Brown,Recycle bin,All Year,Simple,goth,No,5701,kepGvoJ3xHFXLwJvp
torn pants,Black,Black,Black,Recycle bin,All Year,Simple,goth,No,9281,PZRnJXs8sxPCC4vE6
torn pants,Gray,Gray,Gray,Recycle bin,All Year,Simple,goth,No,9282,vwftSXCSwsCsBmbhx
track pants,Navy blue,Blue,Light blue,Able Sisters,All Year,Active,outdoorsy; sporty,No,3335,E5cqgBweC9ZF5FMSD
track pants,Gray,Gray,Pink,Able Sisters,All Year,Active,outdoorsy; sporty,No,11284,eeoJ3osaNohwGSTGY
track pants,White,White,Pink,Able Sisters,All Year,Active,outdoorsy; sporty,No,11285,cBhfnx7gfTtAvhKfn
track pants,Red,Orange,Black,Able Sisters,All Year,Active,outdoorsy; sporty,No,11286,ZGcTAcZBmqoX5YpjF
track pants,Light blue,Blue,Black,Able Sisters,All Year,Active,outdoorsy; sporty,No,11287,5sxwPtzDZrnYXhXFt
track pants,Green,Green,White,Able Sisters,All Year,Active,outdoorsy; sporty,No,11288,sPMQyoZ37nXmWbsjR
track pants,Blue,Blue,Orange,Able Sisters,All Year,Active,outdoorsy; sporty,No,11289,TfdjQjZwcyLSuGhhX
traditional monpe pants,Dark blue,Blue,Red,Able Sisters,All Year,Simple,outdoorsy; work,No,5412,zSGaTZdYFkmwDmJu6
traditional monpe pants,Blue,Blue,Orange,Able Sisters,All Year,Simple,outdoorsy; work,No,9169,yYKvjhWMEQWmu4poE
traditional monpe pants,Golden yellow,Orange,Orange,Able Sisters,All Year,Simple,outdoorsy; work,No,9170,uc6hPSAoDQama7Chm
traditional monpe pants,Dark red,Red,Orange,Able Sisters,All Year,Simple,outdoorsy; work,No,9171,zXtA37muiXwm2ckoc
traditional suteteko pants,Red,Red,Red,Able Sisters,All Year,Simple,comfy; vacation,No,5460,CcYr85ukPhHrzjxBc
traditional suteteko pants,Yellow-green,Green,Green,Able Sisters,All Year,Simple,comfy; vacation,No,9172,LZ3W8iFp5Arqhwr5Z
traditional suteteko pants,Golden yellow,Orange,Orange,Able Sisters,All Year,Simple,comfy; vacation,No,9173,rZqvuYXYNABTwadnN
traditional suteteko pants,Purple,Purple,Purple,Able Sisters,All Year,Simple,comfy; vacation,No,9174,kBfBhnTkPJGfcP8Z6
traditional suteteko pants,Aqua,Light blue,Light blue,Able Sisters,All Year,Simple,comfy; vacation,No,9175,J7mpdWGdfKPQxChAN
traditional suteteko pants,Blue,Blue,Blue,Able Sisters,All Year,Simple,comfy; vacation,No,9176,vjQJNB2qSRWD8Ngzi
tweed frilly skirt,Brown,Brown,Brown,Able Sisters,All Year,Cute,everyday; fairy tale; formal,No,4428,x2BD6PuvAkPaiHBKy
tweed frilly skirt,Gray,Gray,Black,Able Sisters,All Year,Cute,everyday; fairy tale; formal,No,8908,uFSa6h3JWJQkvJJNm
tweed frilly skirt,Pink,Pink,Brown,Able Sisters,All Year,Cute,everyday; fairy tale; formal,No,8909,5bCqs8Mhmvdx2RJtM
tweed frilly skirt,Blue,Light blue,Blue,Able Sisters,All Year,Cute,everyday; fairy tale; formal,No,8910,qiEHXLZMNSvNXKPFh
tweed pants,Brown,Brown,Brown,Able Sisters,All Year,Simple,everyday; formal,No,3708,5Sj3iH6txuoZtZMBn
tweed pants,Blue,Blue,Blue,Able Sisters,All Year,Simple,everyday; formal,No,11386,iQyXbdEtJx9ktr3dc
tweed pants,Beige,Beige,Beige,Able Sisters,All Year,Simple,everyday; formal,No,11387,QnThywpsT9priJobB
tweed pants,Berry red,Red,Red,Able Sisters,All Year,Simple,everyday; formal,No,11388,xjPKcWq6iPa78S2Tw
tweed pants,Green,Green,Green,Able Sisters,All Year,Simple,everyday; formal,No,11389,kNaAeauZPyZdMddcA
tweed pants,Pink,Pink,Pink,Able Sisters,All Year,Simple,everyday; formal,No,11390,7j9P7XnEhBzScs6bf
tweed skirt,Yellow,Yellow,Green,Able Sisters,All Year,Simple,everyday,No,3297,irSR7thcoG4kKqsJ8
tweed skirt,Pink,Pink,Blue,Able Sisters,All Year,Simple,everyday,No,11666,TDmgEAYemyAsKAMdu
tweed skirt,Blue,Blue,Yellow,Able Sisters,All Year,Simple,everyday,No,11667,XhB9sFiNSsDJvYJBT
two-tone pants,Blue,Blue,Black,Able Sisters,All Year,Active,everyday,No,4185,FH9WFq9jSFsRXLpkw
two-tone pants,Monotone,Gray,Black,Able Sisters,All Year,Active,everyday; comfy,No,3317,Rzfvg3L7AhnCBQu3h
two-tone pants,Red,Red,Black,Able Sisters,All Year,Active,everyday; comfy,No,4184,egAw2r93TF3R65Zn2
two-tone pants,Yellow,Yellow,Light blue,Able Sisters,All Year,Active,everyday; comfy,No,4183,TGuTEn7Ecjbqb6P6M
upcycled skirt,Beige,Beige,White,Able Sisters,All Year,Simple,everyday; fairy tale; party,No,5449,ZwXhjeFgdvZZjBKMY
upcycled skirt,Pink,Pink,White,Able Sisters,All Year,Simple,everyday; fairy tale; party,No,8918,ALCuuNzoKWhf8ehqY
upcycled skirt,Mint,Light blue,White,Able Sisters,All Year,Simple,everyday; fairy tale; party,No,8919,LTbPzFTGxS8hfw22Z
vibrant shorts,Orange,Orange,Green,Able Sisters,All Year,Active,outdoorsy; vacation,No,4487,Z2az8LxLzPu5FrK22
vibrant shorts,Avocado,Green,Orange,Able Sisters,All Year,Active,outdoorsy; vacation,No,9099,xRBvYGAfeNWCW7dYd
vibrant shorts,Pink,Pink,Green,Able Sisters,All Year,Active,outdoorsy; vacation,No,9100,QmYhJsSGSGSCCSmQ7
vibrant shorts,Blue,Blue,Yellow,Able Sisters,All Year,Active,outdoorsy; vacation,No,9101,xRPSWLKrorEfK5hcf
vibrant shorts,Black,Black,Gray,Able Sisters,All Year,Active,outdoorsy; vacation,No,9102,MEDYoymwJwwReCkxz
western pants,Brown,Brown,Blue,Able Sisters,All Year,Active,outdoorsy; work,No,3463,eAfvmW3BYiuPEh7GD
wide chino pants,Brown,Brown,Brown,Able Sisters,All Year,Simple,everyday; outdoorsy,No,5285,EmJsQ4gnatKFANNWK
wide chino pants,Beige,Beige,Beige,Able Sisters,All Year,Simple,everyday; outdoorsy,No,11150,fa4HcJC7BaR5YhPNp
wide chino pants,Navy blue,Blue,Blue,Able Sisters,All Year,Simple,everyday; outdoorsy,No,11151,EczowvXpswDM3TZEY
wide chino pants,Avocado,Green,Green,Able Sisters,All Year,Simple,everyday; outdoorsy,No,11152,r74mKfXWrf6j6Lj3y
wide chino pants,Gray,Gray,Gray,Able Sisters,All Year,Simple,everyday; outdoorsy,No,11153,yjPwZ3zQJA3PpDaZz
workout pants,Lime,Black,Green,Able Sisters,All Year,Active,outdoorsy; sporty; work,No,5721,yYrLfinoqTdxksHAm
workout pants,Pink,Black,Pink,Able Sisters,All Year,Active,outdoorsy; sporty; work,No,11363,ePFPGnTiii8QC2zhc
workout pants,Orange,Black,Orange,Able Sisters,All Year,Active,outdoorsy; sporty; work,No,11364,wESNkSTHEJroSFYjN
worn-out cutoffs,Light blue,Light blue,Light blue,Able Sisters,Summer,Cool,everyday; vacation,No,4251,7QRfaFs7ZYcnyn55v
worn-out cutoffs,Blue,Blue,Blue,Able Sisters,Summer,Cool,everyday; vacation,No,11434,MpngYTiKXh3JMMjtP
worn-out cutoffs,White,White,White,Able Sisters,Summer,Cool,everyday; vacation,No,11435,hypdwpnkKJusfEFEj
worn-out cutoffs,Black,Black,Black,Able Sisters,Summer,Cool,everyday; vacation,No,11436,ru9teEwCJsaBhpsAt
worn-out jeans,Light blue,Light blue,Light blue,Able Sisters,All Year,Cool,everyday; outdoorsy,No,3313,JhGC2ifiRnfSPvAyL
worn-out jeans,Blue,Blue,Blue,Able Sisters,All Year,Cool,everyday; outdoorsy,No,11427,RPkPvmzue9Qv5fvhv
worn-out jeans,White,White,White,Able Sisters,All Year,Cool,everyday; outdoorsy,No,11428,B7P4b6wMaPXZnZ7iv
worn-out jeans,Black,Black,Black,Able Sisters,All Year,Cool,everyday; outdoorsy,No,11429,HtDFpJdmRMruqoD6W
yacht shorts,Light blue,Light blue,Yellow,Able Sisters,Summer,Cute,comfy; vacation,No,4370,QjdSSCSF9XYsJE24c
yacht shorts,Red,Red,Green,Able Sisters,Summer,Cute,comfy; vacation,No,8861,XWv6onJTs5ohuDqWP
yacht shorts,Pink,Pink,Light blue,Able Sisters,Summer,Cute,comfy; vacation,No,8862,a229KAJ53nBYbMx8K
yacht shorts,Purple,Purple,Pink,Able Sisters,Summer,Cute,comfy; vacation,No,8863,FxpA7aZnQmEj9kJJb
